Date,pm10,CO,SO2,NO2
12/27/2010,9.833333333,0.215050333,5.28421713,5.861115765
12/28/2010,14.41176471,0.2766969,3.032492217,11.73697588
12/29/2010,21.5,0.3755873,3.079029978,14.66193624
12/30/2010,21.14285714,0.525478267,3.691251652,19.96349329
12/31/2010,16,0.3771527,3.5898815,16.89474176
1/1/2011,16,0.286079,2.432461636,13.1108305
1/2/2011,15.16666667,0.258242367,2.285059273,9.482540688
1/3/2011,18.4,0.2827186,2.620623886,10.29237744
1/4/2011,18,0.375905567,3.075151304,16.954967
1/5/2011,18.16666667,0.3930587,2.924873804,14.96004
1/6/2011,10.33333333,0.297966031,3.527039979,14.77712865
1/7/2011,12.83333333,0.23704575,2.59098416,13.28756112
1/8/2011,15.16666667,0.243564063,2.79627412,10.59537988
1/9/2011,10.55555556,0.191812375,3.15615884,6.266872118
1/10/2011,17.33333333,0.2169875,3.11853072,9.151658471
1/11/2011,12.83333333,0.312712594,2.717423125,14.49400871
1/12/2011,10.83333333,0.213086594,3.569504896,8.221171471
1/13/2011,14.6,0.188922938,3.39229534,9.065580412
1/14/2011,17.2,0.242775781,4.13865398,13.12935159
1/15/2011,17,0.272227063,3.79532698,12.79675953
1/16/2011,18.33333333,0.268272219,3.11796946,8.864247588
1/17/2011,15.16666667,0.244303656,2.77880746,11.08747659
1/18/2011,9.833333333,0.307531406,1.85081466,13.95667088
1/19/2011,12.83333333,0.32212975,2.88822314,12.35044624
1/20/2011,18.33333333,0.317433281,2.41263082,11.56709494
1/21/2011,10.42105263,0.266833438,2.64014202,9.746152118
1/22/2011,10.16666667,0.251469125,3.38148468,8.806809412
1/23/2011,15.83333333,0.281946188,4.2941646,9.760508059
1/24/2011,20.5,0.326686625,3.60149472,10.75432318
1/25/2011,18.5,0.366616125,3.816108083,17.63553829
1/26/2011,8,0.326812125,2.890337542,15.18575618
1/27/2011,13.8,0.228156813,3.420116109,12.62704706
1/28/2011,13.33333333,0.326432313,3.59654225,19.16511388
1/29/2011,20.5,0.325560719,3.591658042,16.48517206
1/30/2011,18.66666667,0.301147156,3.218406563,12.40473912
1/31/2011,20,0.287332875,2.987608292,12.24223847
2/1/2011,19.16666667,0.293283875,2.47979136,13.25874129
2/2/2011,10.73684211,0.250804188,2.06493512,8.602606059
2/3/2011,17.5,0.2647055,3.0321883,10.48881553
2/4/2011,16.16666667,0.288740844,3.4198808,14.93990353
2/5/2011,10.83333333,0.296739156,1.96995544,13.168703
2/6/2011,12.66666667,0.261209438,2.29455244,7.711079824
2/7/2011,10.5,0.346340406,2.55270208,15.50547741
2/8/2011,15.42105263,0.253124063,2.0812518,9.838266059
2/9/2011,17.16666667,0.241010719,2.12588886,9.525125
2/10/2011,15.16666667,0.242247031,2.83816252,10.51262076
2/11/2011,17,0.286843656,3.2224867,16.42172235
2/12/2011,14,0.2727405,3.10310926,12.95147065
2/13/2011,12.33333333,0.207604281,2.40964444,10.12331847
2/14/2011,14.47058824,0.227493531,1.78548688,10.97849259
2/15/2011,23.83333333,0.25130275,3.26145084,9.447825235
2/16/2011,19.5,0.338517156,2.21438096,15.29397369
2/17/2011,18.83333333,0.3172805,2.408231958,17.30915735
2/18/2011,18.83333333,0.274155312,1.557872667,11.61991682
2/19/2011,22.125,0.255830031,1.95827025,5.307484765
2/20/2011,17.6,0.277122031,2.796742375,6.326598529
2/21/2011,23.66666667,0.242127094,1.13135275,6.480865588
2/22/2011,21.6,0.284280219,1.33545,8.901845294
2/23/2011,21.4,0.306953063,2.145753891,11.87896076
2/24/2011,20.8,0.37444525,2.668022739,14.40668165
2/25/2011,22.66666667,0.253784844,1.037200457,8.359909294
2/26/2011,17.57894737,0.296132969,1.468612739,9.030626529
2/27/2011,17.5,0.248120656,1.292908913,6.344362647
2/28/2011,19.83333333,0.239168219,1.042486587,7.948651471
3/1/2011,21.6,0.244589719,2.330490083,8.835014125
3/2/2011,31,0.22279025,1.782318813,8.371822563
3/3/2011,28.33333333,0.200163781,1.857061313,6.0737865
3/4/2011,19.57894737,0.209317063,1.469548083,7.62634425
3/5/2011,20,0.191809719,0.891116167,5.438462375
3/6/2011,13,0.186489219,0.851296167,4.604728625
3/7/2011,12.33333333,0.210871438,1.874707625,6.014127833
3/8/2011,18.66666667,0.241880875,1.495794438,9.157079556
3/9/2011,19.83333333,0.227531906,0.788862937,6.551781389
3/10/2011,10.05263158,0.2151725,0.742769104,5.906204778
3/11/2011,12,0.252493188,1.552840167,8.570208333
3/12/2011,17.16666667,0.260620906,1.315616,8.033870389
3/13/2011,17.5,0.256240969,1.334307063,6.305766833
3/14/2011,16.83333333,0.225812688,1.110781913,7.876372278
3/15/2011,19,0.195805719,1.315168478,8.868939389
3/16/2011,16.36842105,0.206758969,1.364048261,10.05388589
3/17/2011,23,0.231528094,1.764575478,12.26008722
3/18/2011,20.83333333,0.216586563,1.357341125,8.632340611
3/19/2011,24.33333333,0.185759,1.18268775,5.741556
3/20/2011,32.16666667,0.214146844,0.931146458,5.457391944
3/21/2011,39.66666667,0.206079125,0.997817042,7.225627333
3/22/2011,24.77777778,0.235393563,1.427874042,7.234363
3/23/2011,32.33333333,0.232465438,1.333826625,9.750711556
3/24/2011,30.16666667,0.204390438,1.206675729,7.634942
3/25/2011,28.33333333,0.209441344,1.578256604,6.791817529
3/26/2011,26.16666667,0.20200225,1.335120604,5.933468529
3/27/2011,22.66666667,0.1859275,0.934732958,4.257669765
3/28/2011,15,0.202788469,1.159489021,5.889645588
3/29/2011,20.2,0.2213535,1.615297674,6.702695389
3/30/2011,19.4,0.238738656,1.330011958,8.621041167
3/31/2011,12.16666667,0.230882031,0.729672348,8.138740889
4/1/2011,17,0.243001,1.703742417,6.343045294
4/2/2011,18.16666667,0.320576156,1.766464479,6.598805588
4/3/2011,13.68421053,0.253741563,1.592506646,5.522591706
4/4/2011,20.83333333,0.227137344,1.169710848,7.321359471
4/5/2011,13.5,0.191878906,0.82900825,5.971296412
4/6/2011,15.83333333,0.204531667,1.291049545,6.282596118
4/7/2011,18.66666667,0.227036719,1.310981239,8.343131471
4/8/2011,20.33333333,0.236869781,1.182309261,8.717686412
4/9/2011,19.45,0.198585688,1.194320435,6.986197938
4/10/2011,19.66666667,0.182710094,1.533580304,6.616438125
4/11/2011,23,0.208931,1.044951413,6.960251765
4/12/2011,21,0.201367219,0.852711304,6.823646647
4/13/2011,19.33333333,0.229269938,1.005944848,7.670341471
4/14/2011,22,0.222700516,1.190435625,8.083473294
4/15/2011,16.70588235,0.220582733,0.827144479,5.314042813
4/16/2011,23.5,0.188301767,0.688031773,3.72137375
4/17/2011,22.5,0.192672933,1.281185886,3.929591813
4/18/2011,20.5,0.205261867,1.324170229,7.053336563
4/19/2011,19.33333333,0.254341933,1.212625271,7.791287875
4/20/2011,17.66666667,0.219896567,0.924767438,5.958885875
4/21/2011,18.5,0.185852938,1.027900792,4.500284875
4/22/2011,16.66666667,0.16288275,1.044524938,4.749279
4/23/2011,18,0.172572438,0.720669979,4.669815375
4/24/2011,18.83333333,0.180976844,0.865719104,4.015885438
4/25/2011,18.66666667,0.177466844,0.827926417,5.221523563
4/26/2011,16.16666667,0.146467938,0.722285087,3.986670938
4/27/2011,18.66666667,0.151062594,0.949325391,4.2891335
4/28/2011,21.5,0.181261563,0.78439837,3.92821975
4/29/2011,14.33333333,0.210679156,1.1306145,5.982360313
4/30/2011,17,0.205191688,1.077910729,4.5383265
5/1/2011,18.33333333,0.189096613,1.168739042,4.5105556
5/2/2011,20.66666667,0.184498533,1.108906729,6.191228688
5/3/2011,18.36842105,0.206784567,0.725109348,5.200176438
5/4/2011,19,0.214129938,1.096239652,6.072664563
5/5/2011,22.33333333,0.209852,1.440920174,5.283295125
5/6/2011,18.66666667,0.212986656,0.875811957,7.603388063
5/7/2011,23,0.250645844,1.301509935,6.946519938
5/8/2011,24.33333333,0.207945688,0.87375437,5.141335313
5/9/2011,25.89473684,0.234556875,1.002128479,6.776153313
5/10/2011,33.16666667,0.239326875,0.803999312,6.1941405
5/11/2011,26.66666667,0.19842325,1.047876667,5.901515125
5/12/2011,17.5,0.20819325,0.645171417,6.4999885
5/13/2011,22.85714286,0.163218969,0.723856625,5.988747647
5/14/2011,22,0.159436094,0.413714727,4.921524118
5/15/2011,12.64705882,0.157425063,0.822669571,4.905392294
5/16/2011,12.83333333,0.166738969,0.819531458,7.598022059
5/17/2011,13.625,0.15585975,0.592367396,6.671668118
5/18/2011,17.5,0.160454375,0.635451583,6.584653588
5/19/2011,20.33333333,0.207864594,0.577081625,7.228150765
5/20/2011,18.5,0.216334125,0.868699562,6.670977706
5/21/2011,15.63157895,0.225860906,0.750544042,5.942348533
5/22/2011,21,0.1705915,0.863455854,2.9936364
5/23/2011,25.83333333,0.177016813,0.779188646,4.499740118
5/24/2011,23.66666667,0.225636438,0.884787292,6.115328471
5/25/2011,17,0.199108188,0.880790687,5.293857176
5/26/2011,16.5,0.193608188,0.734282021,5.228704059
5/27/2011,15.95,0.218940719,0.991709042,6.465583765
5/28/2011,14.33333333,0.169287469,0.663186542,4.495320882
5/29/2011,11,0.134534844,0.680901208,3.415485824
5/30/2011,12,0.167324281,0.947980167,4.480599
5/31/2011,14.16666667,0.194009313,1.277016938,6.062949471
6/1/2011,20.33333333,0.219967781,1.285174313,5.426800278
6/2/2011,18.16666667,0.160384063,1.369661479,4.679448722
6/3/2011,16.33333333,0.153460313,1.250456667,4.6423645
6/4/2011,18,0.189997063,1.279202792,4.703282889
6/5/2011,21.5,0.179221406,1.130444229,4.127314778
6/6/2011,27,0.237687938,1.121514396,5.837869889
6/7/2011,21.6,0.217024781,1.434291063,6.386276611
6/8/2011,24.78947368,0.238497667,1.114823267,6.749041176
6/9/2011,20.5,0.250396,0.987551773,7.464776941
6/10/2011,25.66666667,0.2345939,0.820484652,4.615634125
6/11/2011,15.16666667,0.214069433,0.770586152,4.581770813
6/12/2011,20.5,0.2144372,0.710855457,4.919233529
6/13/2011,31.66666667,0.251915063,1.040727833,6.747235667
6/14/2011,29.5,0.2322665,1.177950813,6.423567471
6/15/2011,62.83333333,0.303825219,1.072606354,6.789506941
6/16/2011,30.5,0.281479375,1.181351146,9.331561813
6/17/2011,52.5,0.366461406,1.168546146,6.923535625
6/18/2011,27,0.298688188,0.954370313,5.991145875
6/19/2011,14,0.257727656,0.816016646,5.541382625
6/20/2011,18.88235294,0.237457969,1.097485521,7.986558188
6/21/2011,48.16666667,0.458455813,1.450619354,6.7004435
6/22/2011,38.57142857,0.299251219,1.114897646,6.631534063
6/23/2011,21.83333333,0.254682688,0.912456167,5.352525375
6/24/2011,14.16666667,0.21071275,0.864466958,6.154975875
6/25/2011,14.5,0.197330719,0.765380217,4.380688563
6/26/2011,17.26315789,0.199966781,0.752308043,4.248248063
6/27/2011,16.33333333,0.225763813,1.034672313,5.143651375
6/28/2011,15.83333333,0.225289562,0.633017375,6.323942813
6/29/2011,14.5,0.203823531,0.653383208,6.29751275
6/30/2011,16.2,0.2314885,0.898442896,7.68277525
7/1/2011,22.16666667,0.325601367,1.339365674,8.612626
7/2/2011,20.5,0.249227731,1.509784318,5.181616133
7/3/2011,15.66666667,0.23660525,0.759650455,4.061309667
7/4/2011,21.16666667,0.228290231,0.651201455,3.8784344
7/5/2011,24.16666667,0.2058565,1.178926591,5.4175824
7/6/2011,22.33333333,0.225212107,0.839549068,5.315182467
7/7/2011,17.16666667,0.223011926,0.842136109,5.632524333
7/8/2011,19.89473684,0.230688107,0.600683696,5.0671108
7/9/2011,22,0.192756036,0.673324087,3.825757667
7/10/2011,20.66666667,0.199409429,0.747368391,4.081287867
7/11/2011,20.33333333,0.212940679,0.882756652,4.9252015
7/12/2011,17.33333333,0.223710962,0.658421636,5.827478688
7/13/2011,17.66666667,0.216747481,0.914743152,6.389595867
7/14/2011,16.21052632,0.196884038,0.456710391,5.333670875
7/15/2011,15.66666667,0.202213464,0.467357522,5.707083688
7/16/2011,14.66666667,0.214371321,0.543546071,5.404592625
7/17/2011,16.33333333,0.173712214,0.541421429,4.706324438
7/18/2011,15.5,0.205404286,1.242805413,6.3730165
7/19/2011,18.83333333,0.252737857,1.2255525,7.990581
7/20/2011,22.78947368,0.331366036,1.581494111,9.217637438
7/21/2011,19.16666667,0.278638643,1.089740356,6.04496
7/22/2011,16.66666667,0.266821821,0.956714543,5.571472625
7/23/2011,17.16666667,0.242398571,0.970069727,4.6196505
7/24/2011,15.16666667,0.218835964,0.973369548,3.523982063
7/25/2011,16.2,0.2045465,0.585994595,4.4546105
7/26/2011,15.70588235,0.211663464,0.701286386,4.982127
7/27/2011,19.4,0.192078464,0.746300591,4.463982813
7/28/2011,18.2,0.196543964,1.10057875,5.116990125
7/29/2011,18.4,0.222242679,0.902047182,5.089084375
7/30/2011,18.6,0.21919925,1.469701932,3.722869375
7/31/2011,16.2,0.216275429,0.902333773,4.23065825
8/1/2011,14.61111111,0.252580321,1.257508386,7.275449875
8/2/2011,20.8,0.275771357,1.340103795,7.62069425
8/3/2011,18,0.269263571,1.406827045,8.391734563
8/4/2011,18.4,0.262426692,0.7388175,6.177062
8/5/2011,21,0.206600179,0.960800643,4.641287813
8/6/2011,17.4,0.188204536,0.814328714,4.375520875
8/7/2011,14.38888889,0.2130485,0.679096211,4.432930875
8/8/2011,16,0.254748536,0.871023524,7.744828
8/9/2011,12.16666667,0.23541725,1.306975381,8.028030313
8/10/2011,15.16666667,0.220452464,1.267465738,6.79100725
8/11/2011,20.33333333,0.2242495,1.14692819,7.279237625
8/12/2011,21.66666667,0.218889536,0.989678571,9.783873375
8/13/2011,20.78947368,0.266913,1.306965667,7.625307875
8/14/2011,13.66666667,0.192231071,0.700125286,6.3758285
8/15/2011,17,0.187282357,1.034725119,7.5667975
8/16/2011,19.83333333,0.214815214,1.46307219,7.919288063
8/17/2011,18,0.225232286,0.854794357,6.596065938
8/18/2011,20.5,0.192937893,1.281901667,6.646947875
8/19/2011,26.73684211,0.271029893,1.328223548,6.793063375
8/20/2011,22.16666667,0.200941107,1.133036395,4.462476375
8/21/2011,26.5,0.185686821,0.891950658,3.609919438
8/22/2011,20.33333333,0.156734321,0.893519762,4.693645125
8/23/2011,19.83333333,0.193157964,1.534058273,6.280569063
8/24/2011,22,0.210084071,1.416925614,5.778998688
8/25/2011,29.29411765,0.230241714,1.057073068,5.288729375
8/26/2011,17,0.234992393,1.370791738,5.769629563
8/27/2011,26,0.203773321,0.849473158,4.486718688
8/28/2011,25.66666667,0.185761321,0.755559237,2.680591375
8/29/2011,21.16666667,0.228918679,0.682513476,5.713059867
8/30/2011,16,0.263751143,0.782979,7.191897875
8/31/2011,14.88235294,0.27466825,0.855570429,7.0393465
9/1/2011,16.5,0.306616,0.674136561,6.875532625
9/2/2011,15.83333333,0.236001214,0.699092643,6.403691063
9/3/2011,15,0.227788357,0.9142685,5.455468813
9/4/2011,11.83333333,0.230294143,0.854349909,3.974715813
9/5/2011,10.66666667,0.189180786,0.664901341,3.3490365
9/6/2011,11.76470588,0.202214679,1.023472955,5.411297125
9/7/2011,13.33333333,0.243756036,0.760151196,8.105140625
9/8/2011,15.28571429,0.223391393,0.908248911,8.11604025
9/9/2011,19.5,0.297750286,0.83958737,8.550332
9/10/2011,16,0.271949929,1.022158523,6.73071375
9/11/2011,12.33333333,0.232421036,0.775292909,5.356983938
9/12/2011,23.36842105,0.27243325,1.225848326,7.902840938
9/13/2011,34.16666667,0.332168821,1.559559826,8.552674063
9/14/2011,19.66666667,0.273019107,1.319252413,8.4486855
9/15/2011,20.5,0.262121714,0.733855348,8.4925055
9/16/2011,23.5,0.246798286,1.387462935,5.724754267
9/17/2011,15.66666667,0.203855107,1.158499795,4.628888933
9/18/2011,8.588235294,0.193731643,1.565435568,3.748282867
9/19/2011,15.66666667,0.205717214,1.350144217,4.757310267
9/20/2011,15.5,0.2643235,0.748301304,6.355097067
9/21/2011,12.5,0.374625107,0.707195578,6.990864846
9/22/2011,12.6,0.318385357,0.725710022,6.6496136
9/23/2011,10.8,0.276319923,0.602160977,7.294431133
9/24/2011,10.52631579,0.2944495,0.741733114,6.373914267
9/25/2011,10.4,0.309390808,0.686968818,5.177811467
9/26/2011,10.6,0.303717962,0.836566295,7.998726533
9/27/2011,10.28571429,0.234021714,0.879490644,5.650103333
9/28/2011,14.25,0.203160929,0.765926152,5.4928282
9/29/2011,16.2,0.20105625,0.939661435,7.560112063
9/30/2011,17.73684211,0.243251036,1.167050114,9.400451313
10/1/2011,16.83333333,0.177037,0.7894225,5.05071025
10/2/2011,13,0.159287679,0.900361114,3.742921438
10/3/2011,19,0.206362464,1.030296818,6.947411813
10/4/2011,21,0.218059179,1.132830886,7.028356563
10/5/2011,18.4,0.18174925,1.124075523,6.58529525
10/6/2011,18.5,0.205695714,1.200950227,7.922760063
10/7/2011,23.2,0.227308571,1.2722485,11.16116793
10/8/2011,21.33333333,0.212297286,1.049656929,8.501060667
10/9/2011,24,0.232134464,0.867493381,7.9618182
10/10/2011,13.5,0.298419071,0.900341905,10.706871
10/11/2011,16.16666667,0.233131214,0.833763667,9.199171765
10/12/2011,12.11764706,0.153106357,0.568591048,6.563413412
10/13/2011,11.66666667,0.117669071,0.6816216,7.063317706
10/14/2011,15.5,0.121512071,1.04165635,6.484771313
10/15/2011,21.16666667,0.099788,1.316354125,4.30364575
10/16/2011,19.33333333,0.088643393,1.098264775,3.903645875
10/17/2011,18.5,0.175769929,0.9367663,7.152262706
10/18/2011,14.05555556,0.184003,1.198833762,10.02707153
10/19/2011,9.333333333,0.152630222,0.688491024,7.820407188
10/20/2011,13.5,0.121759889,0.577187357,6.446587467
10/21/2011,13.42857143,0.135043143,1.304563262,8.623716133
10/22/2011,15.4,0.153193357,1.250671071,6.587402
10/23/2011,15.33333333,0.154814786,1.270356381,7.509696933
10/24/2011,18.05555556,0.18715175,1.145164024,11.43154273
10/25/2011,23.83333333,0.210411536,1.203252714,9.743502267
10/26/2011,23,0.222459429,1.091858,11.49254331
10/27/2011,22,0.20368525,0.799154095,8.478280438
10/28/2011,20.5,0.159293321,1.57160125,7.789217875
10/29/2011,10.8,0.168227393,0.850067091,5.686126875
10/30/2011,12.17647059,0.175244964,1.387169932,5.526515188
10/31/2011,14.6,0.2983065,1.744950205,12.368638
11/1/2011,19.16666667,0.243818036,1.576882182,10.63675112
11/2/2011,21.33333333,0.246087107,1.521511136,12.14544641
11/3/2011,19.33333333,0.205573179,1.272915659,14.29224665
11/4/2011,11.16666667,0.158923143,0.814991477,8.826086
11/5/2011,15.16666667,0.117122259,1.677033977,7.914153467
11/6/2011,22.33333333,0.2050155,2.30739775,8.432137667
11/7/2011,16.33333333,0.202203926,1.593879068,12.05019093
11/8/2011,21.5,0.254072286,1.637427738,14.8116568
11/9/2011,22.5,0.261625964,0.957555575,13.4052272
11/10/2011,18.66666667,0.158550214,0.92812925,10.52350013
11/11/2011,17.16666667,0.161353786,1.213175775,6.750091688
11/12/2011,21.6,0.234239536,1.346469615,8.446848313
11/13/2011,16.83333333,0.214592857,0.92067075,7.767434
11/14/2011,19.5,0.185858036,0.90196505,7.086025733
11/15/2011,14.66666667,0.203246393,1.04499715,7.8839965
11/16/2011,15.66666667,0.229214077,0.910265625,9.974794938
11/17/2011,11.94444444,0.165405577,0.734057875,6.518347563
11/18/2011,21,0.138964077,1.246025425,7.470689188
11/19/2011,21.16666667,0.148508111,1.354630175,8.117096938
11/20/2011,18.5,0.14929363,0.821407575,5.89741125
11/21/2011,15.83333333,0.192001593,0.587004225,8.0306055
11/22/2011,14.83333333,0.181380679,0.77040835,9.740437625
11/23/2011,10.78947368,0.150000071,0.649548553,6.53511125
11/24/2011,15.5,0.121875679,1.547626553,5.892629188
11/25/2011,19.16666667,0.180224214,1.343942789,9.3162365
11/26/2011,16.66666667,0.224091,1.702766447,9.621762688
11/27/2011,14,0.206102571,0.808353375,7.092866875
11/28/2011,11.66666667,0.164185214,0.59050575,8.503035375
11/29/2011,11.88235294,0.143661607,0.480502975,8.159446063
11/30/2011,14.33333333,0.165293393,1.2764798,7.888399313
12/1/2011,14.57142857,0.173011536,1.55682175,9.450069938
12/2/2011,19,0.259943,2.373940286,12.5535845
12/3/2011,21.33333333,0.185633571,1.516627238,8.053385438
12/4/2011,23,0.236493964,1.04286581,8.95734825
12/5/2011,19,0.245077214,0.738416,10.85789181
12/6/2011,13,0.166418643,0.726523119,8.798380625
12/7/2011,12.66666667,0.228372,0.47269439,8.507717875
12/8/2011,12.71428571,0.165629286,1.317468905,7.16995425
12/9/2011,19.28571429,0.255542821,1.984968048,11.09254775
12/10/2011,17.83333333,0.164892357,1.608748048,7.152267438
12/11/2011,14.88888889,0.153900714,2.395281857,7.290042438
12/12/2011,16.6,0.249414815,2.658817476,12.20006431
12/13/2011,22.6,0.225196231,3.055444125,12.55541241
12/14/2011,20,0.197901857,1.9389159,11.25894881
12/15/2011,23,0.190023667,0.805768857,8.03492475
12/16/2011,23.83333333,0.2855015,0.914796476,7.615778941
12/17/2011,11.875,0.233178321,1.210240833,8.611125294
12/18/2011,14.33333333,0.168955714,1.63751381,7.245951471
12/19/2011,17.5,0.210602571,1.961588071,10.89793065
12/20/2011,20.66666667,0.239753536,1.3075695,10.79115412
12/21/2011,15.33333333,0.239662179,0.940217381,10.39381835
12/22/2011,14.625,0.236729074,0.94731425,9.430338
12/23/2011,11.47058824,0.234292071,0.95850825,7.200131706
12/24/2011,13.83333333,0.219812786,1.244824864,6.150816647
12/25/2011,12.66666667,0.223169429,1.342851818,7.136127235
12/26/2011,11.33333333,0.215579679,1.385279205,7.265282941
12/27/2011,9.166666667,0.221764286,1.155763068,8.317742529
12/28/2011,12,0.174856571,1.087371571,6.352878412
12/29/2011,14.44444444,0.240252929,1.501364047,11.39487712
12/30/2011,19.6,0.298618607,1.641442929,15.44282206
12/31/2011,20,0.359380643,1.005825048,11.62963659
1/1/2012,22,0.332017333,0.922322071,8.538698
1/2/2012,11.16666667,0.208619885,1.29102519,6.156951938
1/3/2012,11.6,0.137594143,2.228267524,6.175291813
1/4/2012,14.06666667,0.178248464,2.364691262,10.08738875
1/5/2012,21.42857143,0.23264725,2.413821095,15.07665388
1/6/2012,24.42857143,0.413747821,1.600492595,18.85131769
1/7/2012,21.66666667,0.435874071,1.644697595,16.17278867
1/8/2012,20.2,0.39555975,1.08684465,9.896270333
1/9/2012,16.6,0.290723179,1.281718214,10.40269481
1/10/2012,18.75,0.350748893,1.563020286,11.50149356
1/11/2012,14.33333333,0.314588393,1.299682143,11.609505
1/12/2012,17.16666667,0.21196625,0.509827976,8.245031133
1/13/2012,12.83333333,0.193578607,1.029639095,10.374927
1/14/2012,14.66666667,0.177905357,1.784766119,7.897678
1/15/2012,13.83333333,0.206934,2.434480548,7.662770643
1/16/2012,18.05555556,0.267217643,2.1022645,10.77827379
1/17/2012,23.33333333,0.31785625,0.957976833,10.38721414
1/18/2012,13.2,0.307276357,0.947181643,9.712305929
1/19/2012,13.6,0.275489286,1.775420525,11.06280307
1/20/2012,14.4,0.341208679,1.2719274,10.75117521
1/21/2012,15.33333333,0.269529846,0.844598875,8.818008714
1/22/2012,16.22222222,0.307334962,1.174483075,11.48525421
1/23/2012,14.83333333,0.343676464,1.1679676,13.4785475
1/24/2012,13.83333333,0.279308731,0.87705885,8.643533429
1/25/2012,14,0.268813577,0.932071476,8.297806
1/26/2012,16.85714286,0.240071115,1.300565452,11.28798133
1/27/2012,16.83333333,0.209520462,0.843854738,9.951670813
1/28/2012,13,0.253782833,1.14719081,9.12679925
1/29/2012,18,0.239285333,1.457393024,6.60445075
1/30/2012,18.83333333,0.2262785,1.462962357,9.488541625
1/31/2012,19,0.232690346,1.211390705,11.91716219
2/1/2012,17.83333333,0.196596769,0.921381295,9.759157176
2/2/2012,16.16666667,0.180384962,1.137455727,9.147246235
2/3/2012,21.75,0.203334,1.293811955,8.632685235
2/4/2012,27.5,0.179427417,1.394609932,8.094426647
2/5/2012,19.16666667,0.155974583,0.886689477,6.324227882
2/6/2012,22,0.226297583,1.703050705,10.62803729
2/7/2012,22.5,0.215828333,1.939130386,11.84521835
2/8/2012,24.16666667,0.233957167,1.156787977,14.06635188
2/9/2012,20.82352941,0.210177577,1.940782163,12.08388747
2/10/2012,22.33333333,0.248017577,2.576818186,12.69933035
2/11/2012,19.16666667,0.167975077,1.95283395,8.184123941
2/12/2012,11,0.106410792,1.502619025,4.573161176
2/13/2012,13.6,0.247159682,1.615152727,11.66708812
2/14/2012,15.66666667,0.281459792,2.241775744,16.02398294
2/15/2012,18.45,0.332353808,1.403108119,16.63400718
2/16/2012,15.66666667,0.277125885,1.528501548,14.70213618
2/17/2012,15.5,0.251009923,1.165986814,11.266535
2/18/2012,14.33333333,0.257444625,0.984764705,8.786390824
2/19/2012,17.16666667,0.150596167,1.11735219,5.761061294
2/20/2012,12.16666667,0.1684405,0.922182349,6.887919235
2/21/2012,16.31578947,0.252693375,1.328886386,11.24772059
2/22/2012,18.16666667,0.270832667,1.014080465,11.03461612
2/23/2012,18,0.220493625,0.931559952,10.37649347
2/24/2012,22.66666667,0.203787458,1.082983651,8.634296941
2/25/2012,11.5,0.160695292,0.593607591,4.218744706
2/26/2012,17.33333333,0.165702833,1.110912667,4.761786
2/27/2012,17.35,0.191153846,1.365772636,9.208706765
2/28/2012,14.5,0.186782038,0.898399,6.535723235
2/29/2012,14.2,0.228498464,0.755328614,9.720523765
3/1/2012,15.2,0.158161321,0.415171091,6.738962882
3/2/2012,16.2,0.190807536,0.460594295,7.077100176
3/3/2012,20.5,0.163688571,0.460896091,5.672548882
3/4/2012,14.21052632,0.152815536,0.986115795,5.684803882
3/5/2012,13.33333333,0.163107357,1.363954409,6.863811176
3/6/2012,24,0.179986286,2.174513786,7.481948
3/7/2012,28.33333333,0.187193643,1.4997925,8.035125412
3/8/2012,24.66666667,0.175038107,0.858129,5.128836
3/9/2012,19.33333333,0.17920825,0.685106786,5.471358529
3/10/2012,13.85,0.196796821,1.550813476,6.133876765
3/11/2012,23.66666667,0.191534571,1.178369881,7.529070765
3/12/2012,19,0.211217643,1.22711031,9.873102529
3/13/2012,16.33333333,0.203022464,0.684742762,9.052183706
3/14/2012,14.33333333,0.209269036,1.262655738,8.596225294
3/15/2012,15.16666667,0.214775,0.603266071,6.199766778
3/16/2012,14.10526316,0.196050786,0.690641214,8.636088111
3/17/2012,11.5,0.212765464,0.81943769,7.372724833
3/18/2012,11.66666667,0.185730643,0.749766238,6.204398222
3/19/2012,15,0.194086179,0.967835429,8.191148833
3/20/2012,16.66666667,0.196584821,0.699957386,8.664604333
3/21/2012,22.33333333,0.172286714,0.488421286,7.884427611
3/22/2012,22,0.169095462,0.574597643,7.270083824
3/23/2012,16.5,0.188681115,0.569348738,6.858124412
3/24/2012,13.83333333,0.198554846,0.512526238,5.624554353
3/25/2012,12.5,0.200683615,0.860211476,6.056238882
3/26/2012,18.33333333,0.241708786,0.898408357,6.734386412
3/27/2012,24.6,0.237251179,1.271932881,6.936762647
3/28/2012,19.5,0.273748821,0.939027841,7.641684176
3/29/2012,24,0.221729214,0.940826591,5.509380529
3/30/2012,25,0.232374179,0.695735227,6.674723765
3/31/2012,16.5,0.21496925,0.546076818,6.433845824
4/1/2012,13.5,0.206937821,1.027994432,6.517580294
4/2/2012,19.5,0.202471,0.977261955,6.265289529
4/3/2012,18.66666667,0.238025778,1.067214659,8.486612647
4/4/2012,19.16666667,0.250309036,1.248739932,8.052484941
4/5/2012,18.66666667,0.193237,1.343849659,5.830492
4/6/2012,16.16666667,0.161129964,1.245596227,6.015044118
4/7/2012,18,0.148477893,0.681721545,4.953498176
4/8/2012,17.5,0.17168625,1.150604636,4.498774588
4/9/2012,21.15789474,0.265517357,1.0913145,6.027413294
